date,Albania,Andorra,Austria,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czech Republic,Denmark,Estonia,Finland,France,Germany,Hungary,Ireland,Italy,Kosovo,Latvia,Liechtenstein,Lithuania,Luxembourg,Macedonia,Moldova,Montenegro,Netherlands,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Ukraine,United Kingdom
2020.08.16,225,53,728,607,9820,469,495,165,395,621,63,333,30409,9231,607,1774,35392,390,32,1,81,123,539,895,75,6160,261,1869,1775,2954,670,31,124,28617,5769,1714,2044,41361
2020.08.17,228,53,728,610,9827,469,498,166,397,621,63,333,30410,9232,608,1774,35396,401,32,1,81,123,544,896,77,6163,261,1877,1778,2991,674,31,124,28646,5772,1715,2089,41366
2020.08.18,230,53,729,613,9834,475,512,166,399,621,63,334,30429,9236,609,1774,35400,410,32,1,81,124,545,908,80,6163,261,1885,1779,3029,677,31,124,28670,5776,1715,2116,41369
2020.08.19,232,53,729,617,9845,495,519,166,401,621,63,334,30451,9243,609,1775,35405,416,33,1,81,124,548,908,80,6166,262,1896,1784,3074,681,31,124,28797,5777,1716,2116,41381
2020.08.20,234,53,729,622,9854,507,527,168,404,621,63,334,30468,9253,609,1775,35412,425,33,1,81,124,550,914,80,6172,262,1913,1786,3106,684,33,125,28813,5779,1718,2144,41397
2020.08.21,238,53,729,627,9858,515,532,168,406,621,63,334,30480,9260,609,1776,35418,438,33,1,82,124,550,921,81,6182,264,1925,1788,3154,689,33,125,28838,5784,1718,2184,41403
2020.08.22,240,53,730,632,9861,520,539,169,411,621,63,334,30503,9267,611,1776,35427,448,33,1,83,124,556,929,82,6186,264,1938,1792,3196,692,33,127,28838,5785,1718,2207,41405
2020.08.23,245,53,732,637,9866,520,545,170,411,621,63,334,30512,9269,611,1777,35430,457,33,1,84,124,556,935,84,6191,264,1951,1794,3233,695,33,127,28838,5788,1719,2244,41423
2020.08.24,250,53,732,642,9869,529,545,171,412,621,63,334,30513,9272,613,1777,35437,467,33,1,84,124,563,940,84,6191,264,1955,1796,3272,698,33,127,28872,5789,1719,2271,41429
2020.08.25,254,53,733,646,9874,540,563,173,415,623,64,335,30528,9277,613,1777,35441,480,33,1,85,124,564,945,84,6193,264,1960,1801,3309,701,33,128,28924,5790,1720,2293,41433
2020.08.26,259,53,733,652,9879,554,572,175,416,623,64,335,30544,9280,614,1777,35445,488,33,1,85,124,568,960,87,6198,264,1977,1805,3367,705,33,128,28971,5792,1722,2318,41449
2020.08.27,263,53,733,657,9883,571,586,175,418,623,64,335,30544,9285,614,1777,35458,492,33,1,85,124,573,967,88,6206,264,1994,1807,3421,707,33,128,28996,5793,1722,2403,41465
2020.08.28,266,53,733,662,9886,582,594,177,418,624,64,335,30576,9288,614,1777,35463,498,34,1,85,124,584,977,89,6209,264,2010,1809,3459,707,33,128,29011,5794,1723,2403,41477
2020.08.29,271,53,733,667,9890,585,603,180,419,624,64,335,30596,9289,614,1777,35472,499,34,1,86,124,584,981,92,6211,264,2018,1815,3507,709,33,128,29011,5795,1724,2438,41486
2020.08.30,275,53,733,671,9896,588,605,183,421,624,64,335,30602,9295,614,1777,35473,508,34,1,86,124,584,990,93,6215,264,2032,1818,3539,710,33,128,29011,5798,1724,2492,41498
2020.08.31,280,53,733,676,9897,592,613,184,423,624,64,335,30606,9298,614,1777,35477,516,34,1,86,124,584,992,98,6215,264,2033,1819,3578,711,33,128,29094,5800,1724,2527,41499
2020.09.01,284,53,733,681,9900,609,629,186,424,624,64,335,30635,9302,615,1777,35483,525,34,1,86,124,600,995,100,6215,264,2039,1822,3621,713,33,128,29152,5803,1725,2557,41501
2020.09.02,290,53,734,686,9903,620,629,187,425,625,64,335,30661,9313,616,1777,35491,533,34,1,86,124,603,1008,102,6221,264,2058,1824,3681,715,33,128,29194,5805,1726,2605,41504
2020.09.03,296,53,734,691,9905,627,642,191,425,626,64,335,30686,9321,619,1777,35497,539,34,1,86,124,604,1024,104,6226,264,2078,1827,3721,716,33,128,29234,5807,1726,2656,41514
2020.09.04,301,53,735,696,9909,636,648,194,426,626,64,335,30686,9322,620,1777,35507,548,34,1,86,124,606,1036,104,6226,264,2092,1829,3765,718,37,129,29418,5807,1730,2710,41527
2020.09.05,306,53,735,701,9911,639,658,195,429,627,64,335,30686,9324,621,1777,35518,551,35,1,86,124,606,1047,106,6228,264,2100,1833,3812,721,37,129,29418,5807,1731,2723,41537
2020.09.06,312,53,735,705,9912,639,665,197,431,627,64,336,30698,9325,624,1777,35534,556,35,1,86,124,606,1063,107,6232,264,2113,1838,3850,723,37,130,29418,5810,1731,2811,41549
2020.09.07,316,53,736,711,9914,639,671,198,436,627,64,336,30701,9325,624,1777,35541,563,35,1,86,124,606,1063,108,6234,264,2120,1840,3893,724,37,130,29516,5811,1732,2811,41551
2020.09.08,319,53,746,716,9918,664,677,201,437,628,64,336,30726,9329,625,1777,35553,568,35,1,86,124,617,1074,109,6234,264,2124,1843,3926,725,37,130,29594,5812,1734,2877,41554
2020.09.09,321,53,747,721,9921,669,692,203,441,628,64,336,30764,9338,626,1778,35563,568,35,1,86,124,623,1087,112,6235,264,2136,1846,3967,727,37,130,29628,5814,1734,2979,41586
2020.09.10,322,53,747,726,9923,675,702,206,444,628,64,337,30794,9341,628,1781,35577,574,35,1,86,124,631,1096,114,6237,264,2147,1849,4018,728,37,131,29699,5816,1734,2979,41594
2020.09.11,324,53,748,732,9926,680,706,208,448,629,64,337,30813,9342,630,1781,35587,581,35,1,86,124,634,1106,114,6240,265,2159,1852,4065,729,37,131,29747,5820,1736,3076,41608
2020.09.12,327,53,750,738,9931,686,713,211,450,629,64,337,30893,9347,631,1781,35597,586,35,1,86,124,637,1114,115,6243,265,2169,1855,4100,730,37,131,29747,5821,1739,3076,41614
2020.09.13,330,53,754,744,9932,686,717,218,453,629,64,337,30910,9349,633,1783,35603,589,35,1,86,124,642,1118,118,6244,265,2182,1860,4127,731,38,131,29747,5823,1742,3103,41623
2020.09.14,334,53,756,750,9933,689,720,224,456,629,64,337,30916,9350,637,1784,35610,596,35,1,87,124,646,1123,120,6245,265,2188,1867,4163,733,38,131,29848,5825,1746,3178,41628
2020.09.15,338,53,757,756,9937,698,730,227,465,633,64,339,30950,9362,642,1784,35624,600,35,1,87,124,648,1130,121,6247,265,2203,1871,4185,733,38,131,30004,5826,1746,3211,41637
2020.09.16,340,53,757,761,9940,718,736,230,476,633,64,339,30999,9368,654,1787,35633,601,35,1,87,124,661,1144,123,6249,265,2227,1875,4236,735,38,131,30243,5828,1747,3340,41664
2020.09.17,343,53,758,767,9942,729,744,236,482,633,64,339,31045,9371,663,1788,35645,604,35,1,87,124,668,1159,126,6251,265,2237,1878,4285,736,38,131,30405,5829,1754,3340,41684
2020.09.18,348,53,758,771,9943,741,744,238,489,635,64,339,31095,9378,669,1789,35658,607,36,1,87,124,675,1170,129,6257,266,2253,1888,4312,738,39,131,30495,5830,1762,3400,41705
2020.09.19,353,53,763,773,9949,746,753,244,495,635,64,339,31249,9384,675,1792,35668,611,36,1,87,124,683,1186,133,6264,267,2270,1894,4360,739,39,133,30495,5831,1764,3468,41732
2020.09.20,358,53,765,776,9957,752,755,244,499,635,64,339,31274,9386,683,1792,35692,611,36,1,87,124,689,1201,134,6266,267,2282,1899,4402,740,39,133,30495,5835,1764,3516,41759
2020.09.21,362,53,766,780,9960,757,761,248,503,635,64,339,31285,9386,686,1792,35707,613,36,1,87,124,693,1203,136,6270,267,2293,1912,4435,741,39,133,30663,5837,1764,3557,41777
2020.09.22,364,53,767,785,9963,763,765,253,522,640,64,341,31338,9396,694,1792,35724,615,36,1,87,124,700,1211,138,6272,267,2298,1920,4458,743,39,133,30904,5838,1769,3583,41788
2020.09.23,367,53,771,791,9964,778,767,255,531,641,64,341,31416,9409,702,1792,35738,615,36,1,87,124,705,1230,146,6282,267,2316,1925,4503,743,40,133,31034,5838,1772,3642,41825
2020.09.24,370,53,777,796,9972,790,779,257,555,643,64,343,31459,9428,709,1794,35758,616,36,1,87,124,710,1244,151,6287,267,2344,1928,4550,744,41,133,31118,5839,1772,3705,41862
2020.09.25,370,53,783,802,9976,802,785,261,567,645,64,343,31511,9443,718,1797,35781,616,36,1,89,124,712,1252,154,6303,270,2369,1931,4591,745,41,135,31232,5843,1776,3757,41902
2020.09.26,373,53,786,807,9981,808,789,266,581,647,64,343,31661,9452,730,1797,35801,617,36,1,89,124,721,1264,155,6319,270,2392,1936,4633,746,41,135,31232,5845,1777,3827,41936
2020.09.27,375,53,787,813,9987,808,789,269,591,648,64,343,31700,9457,736,1802,35818,619,36,1,89,124,722,1279,158,6357,270,2424,1944,4687,746,44,136,31232,5846,1778,3903,41971
2020.09.28,377,53,787,818,9999,810,796,272,606,649,64,343,31727,9460,749,1802,35835,622,36,1,91,124,725,1287,158,6365,270,2432,1953,4718,747,44,136,31411,5847,1778,3959,41988
2020.09.29,380,53,790,822,10012,822,807,272,618,649,64,343,31808,9471,757,1802,35851,625,36,1,92,124,729,1301,163,6371,274,2447,1957,4748,748,44,136,31614,5849,1779,3996,42001
2020.09.30,384,53,796,828,10022,836,814,275,636,650,64,343,31893,9488,765,1803,35875,625,37,1,92,124,737,1310,164,6384,274,2483,1963,4792,749,45,138,31791,5853,1781,4065,42072
2020.10.01,387,53,799,833,10028,849,825,280,655,650,64,344,31956,9500,781,1804,35894,625,37,1,92,124,739,1320,169,6397,274,2513,1971,4825,749,48,138,31973,5854,1782,4129,42143
2020.10.02,388,53,802,839,10043,854,832,284,678,651,65,344,32019,9508,798,1806,35918,627,37,1,92,125,743,1336,170,6410,274,2543,1977,4862,750,48,138,32086,5857,1783,4193,42202
2020.10.03,389,53,803,844,10054,854,838,291,699,652,66,345,32155,9527,812,1801,35941,627,38,1,93,125,749,1344,172,6419,275,2570,1983,4915,751,54,140,32086,5860,1783,4261,42268
2020.10.04,392,53,809,851,10069,864,841,293,711,654,67,345,32198,9529,822,1810,35968,630,38,1,94,125,753,1353,174,6440,275,2604,1995,4947,753,54,140,32086,5863,1783,4353,42317
2020.10.05,396,53,813,857,10083,871,844,298,727,658,67,345,32230,9534,833,1810,35986,630,38,1,94,125,753,1366,179,6445,275,2604,1995,4947,754,55,140,32225,5865,1783,4397,42350
2020.10.06,400,53,818,862,10097,888,854,300,758,659,67,346,32299,9546,853,1810,36002,630,39,1,94,127,760,1375,182,6452,275,2659,2018,5048,754,55,140,32486,5869,1786,4430,42369
2020.10.07,403,53,840,868,10115,903,862,304,794,663,67,346,32365,9562,877,1811,36030,635,39,1,99,128,768,1389,188,6473,275,2717,2032,5121,757,55,141,32562,5872,1786,4520,42445
2020.10.08,407,53,844,874,10135,908,873,309,829,663,67,346,32445,9578,898,1816,36061,638,40,1,101,128,772,1406,190,6509,275,2792,2040,5203,758,55,141,32688,5873,1786,4597,42515
2020.10.09,411,54,853,880,10155,913,880,310,869,665,67,346,32521,9589,913,1817,36083,638,40,1,102,129,775,1424,191,6522,275,2867,2050,5247,760,57,141,32929,5878,1790,4690,42592
2020.10.10,413,55,857,885,10174,919,887,313,905,665,68,346,32630,9604,933,1821,36111,641,40,1,103,130,781,1442,194,6535,275,2919,2062,5299,761,57,141,32929,5883,1793,4690,42679
2020.10.11,416,55,858,885,10196,920,887,317,995,667,68,346,32684,9615,954,1821,36140,645,40,1,103,130,785,1458,198,6558,275,2972,2067,5358,762,61,141,32929,5885,1793,4887,42760
2020.10.12,420,55,864,896,10222,921,892,324,1034,669,68,346,32730,9621,968,1826,36166,647,40,1,103,130,792,1461,202,6575,275,3004,2080,5411,763,61,142,33124,5888,1793,4972,42825
2020.10.13,424,57,869,901,10258,930,915,327,1051,671,68,346,32825,9634,996,1827,36205,648,40,1,103,133,797,1478,211,6587,276,3039,2094,5467,765,61,144,33204,5889,1800,5015,42875
2020.10.14,429,57,879,906,10292,943,923,330,1106,674,68,346,32933,9677,1023,1830,36246,649,41,1,106,133,800,1495,213,6622,277,3101,2110,5535,767,61,147,33413,5891,1807,5133,43018
2020.10.15,434,59,888,911,10333,955,929,334,1172,675,68,350,33037,9710,1052,1835,36289,650,41,1,109,133,809,1514,217,6654,277,3217,2117,5601,768,66,148,33553,5894,1814,5229,43155
2020.10.16,439,59,894,916,10368,970,944,344,1230,677,68,350,33125,9734,1085,1838,36372,650,41,1,110,133,815,1530,221,6683,278,3308,2128,5674,770,71,153,33775,5896,1817,5302,43293
2020.10.17,443,59,901,921,10404,978,958,345,1283,677,68,351,33303,9767,1109,1841,36427,652,42,1,112,133,821,1549,228,6699,278,3440,2149,5749,772,71,153,33775,5900,1822,5408,43429
2020.10.18,448,59,907,921,10427,980,968,355,1352,679,68,351,33392,9777,1142,1849,36474,652,42,1,113,133,824,1569,231,6728,278,3524,2162,5812,774,82,153,33775,5901,1822,5517,43579
2020.10.19,451,59,910,929,10458,984,986,363,1422,680,68,351,33477,9789,1173,1852,36543,653,42,1,113,133,834,1584,236,6751,278,3573,2181,5872,776,88,161,33992,5905,1823,5673,43646
2020.10.20,454,62,919,933,10510,997,1008,374,1513,686,68,351,33623,9836,1211,1852,36616,656,42,1,113,133,846,1601,240,6759,278,3614,2198,5931,778,92,164,34210,5909,1837,5786,43726
2020.10.21,458,62,927,937,10562,1017,1019,382,1619,688,71,351,33885,9875,1259,1865,36705,657,46,1,118,136,850,1617,247,6804,278,3721,2213,5996,780,98,166,34366,5912,1844,5786,43967
2020.10.22,462,63,940,941,10624,1031,1048,393,1739,690,71,353,34048,9905,1305,1868,36832,657,48,1,120,138,862,1630,250,6863,279,3851,2229,6065,780,98,167,34521,5921,1855,5927,44158
2020.10.23,465,63,957,945,10679,1051,1064,406,1845,694,71,353,34210,9954,1352,1871,36968,657,49,1,125,140,874,1641,253,6909,279,4019,2245,6163,783,115,174,34752,5928,1866,6043,44347
2020.10.24,469,69,972,945,10773,1065,1077,413,1971,697,73,353,34508,10003,1390,1878,37059,659,50,1,126,141,883,1655,255,6954,279,4172,2276,6245,786,134,179,34752,5936,1876,6164,44571
2020.10.25,473,69,978,953,10866,1071,1084,429,2077,700,73,353,34645,10032,1425,1882,37210,661,54,1,129,144,897,1669,263,7009,279,4351,2297,6318,789,159,181,34752,5944,1876,6289,44745
2020.10.26,477,69,984,957,10960,1086,1094,437,2201,702,73,353,34761,10056,1472,1882,37338,663,56,1,134,145,919,1685,266,7036,279,4438,2316,6391,792,159,183,35031,5955,1876,6391,44896
2020.10.27,480,72,988,961,11081,1104,1136,452,2365,708,73,354,35018,10098,1535,1885,37479,666,60,1,136,147,933,1700,270,7062,279,4483,2343,6470,793,165,188,35298,5964,1913,6464,44998
2020.10.28,487,72,1006,965,11213,1125,1161,470,2547,709,73,354,35541,10183,1578,1890,37700,669,63,1,141,147,933,1710,275,7132,280,4615,2371,6574,798,176,192,35466,5973,1929,6590,45365
2020.10.29,493,72,1040,969,11355,1161,1197,493,2675,715,73,354,35785,10272,1634,1896,37905,673,63,1,144,147,963,1729,282,7192,280,4851,2395,6681,803,184,205,35639,5982,1953,6755,45675
2020.10.30,499,73,1064,973,11494,1182,1225,511,2862,716,73,354,36020,10349,1699,1902,38122,674,64,1,150,150,977,1747,290,7248,281,5149,2428,6764,809,200,215,35878,5991,1984,6868,45955
2020.10.31,502,75,1079,977,11679,1212,1254,531,3078,719,73,358,36565,10452,1750,1908,38321,678,69,2,157,152,982,1766,294,7335,282,5351,2468,6867,814,212,225,35878,6003,2035,7041,46229
2020.11.01,509,75,1097,980,11856,1234,1279,546,3251,721,73,358,36788,10481,1819,1913,38618,681,71,3,165,157,994,1785,301,7385,282,5631,2507,6968,820,219,231,35878,6025,2035,7196,46555
2020.11.02,518,75,1114,985,12017,1248,1298,562,3429,723,73,358,37019,10530,1889,1915,38826,688,74,3,166,160,1004,1800,313,7424,282,5783,2544,7067,826,219,236,36257,6045,2035,7306,46717
2020.11.03,527,75,1135,989,12224,1280,1349,594,3654,724,73,359,37435,10661,1973,1917,39059,697,77,3,170,160,1025,1818,320,7453,282,5875,2590,7153,833,219,251,36495,6064,2128,7375,46853
2020.11.04,532,75,1169,992,12396,1317,1412,628,3913,728,73,359,38289,10812,2063,1922,39412,705,79,3,175,167,1049,1838,322,7566,282,6102,2635,7273,844,235,282,38118,6085,2200,7532,47250
2020.11.05,536,75,1204,995,12594,1358,1466,654,4133,729,73,361,38674,10930,2147,1930,39764,714,85,3,182,171,1071,1851,326,7672,282,6475,2694,7419,850,261,321,38486,6107,2272,7731,47742
2020.11.06,543,75,1251,998,12800,1402,1518,683,4330,733,73,361,39037,11096,2250,1933,40192,720,88,3,186,177,1084,1866,328,7759,284,6842,2740,7540,861,286,341,38833,6132,2334,7924,48120
2020.11.07,549,75,1295,1001,13014,1457,1576,717,4526,738,73,362,39865,11226,2357,1940,40638,732,95,3,192,180,1096,1882,328,7877,285,7287,2792,7663,871,317,353,38833,6158,2404,8125,48475
2020.11.08,557,75,1318,1004,13222,1490,1632,752,4681,740,73,362,40169,11289,2438,1945,41063,744,96,3,203,185,1110,1891,333,7950,285,7636,2848,7793,880,351,378,38833,6178,2404,8312,48888
2020.11.09,559,75,1335,1007,13432,1510,1665,794,4858,743,75,362,40439,11352,2493,1947,41394,755,99,3,207,185,1136,1893,337,7994,285,7872,2896,7879,890,351,382,39345,6212,2404,8450,49044
2020.11.10,571,75,1383,1011,13626,1583,1771,832,5074,747,76,363,40987,11506,2596,1948,41750,768,101,3,210,188,1156,1912,342,8033,285,8045,2959,8009,901,366,398,39756,6247,2573,8565,49238
2020.11.11,579,75,1418,1016,13843,1629,1851,865,5323,750,76,363,42207,11767,2697,1963,42330,773,103,4,221,193,1186,1930,349,8131,285,8375,3021,8186,915,390,410,40105,6272,2679,8756,49770
2020.11.12,590,75,1473,1022,14039,1701,1898,893,5570,753,76,365,42535,11982,2784,1965,42953,777,103,4,235,198,1212,1950,356,8205,285,8805,3103,8389,936,414,424,40461,6296,2765,8947,50365
2020.11.13,598,75,1510,1027,14212,1750,1970,925,5755,755,76,365,42960,12200,2883,1965,43589,784,107,4,244,206,1238,1969,364,8294,291,9080,3181,8510,955,464,437,40769,6325,2863,9145,50928
2020.11.14,605,75,1574,1033,14395,1808,2055,968,5926,756,80,369,43892,12378,2990,1972,44139,798,116,4,253,211,1263,1987,377,8347,294,9499,3250,8684,972,491,481,40769,6356,2956,9317,51304
2020.11.15,612,75,1629,1039,14569,1857,2091,1006,6058,757,80,369,44246,12485,3097,1978,44683,809,121,4,266,219,1281,2006,385,8432,294,10045,3305,8813,989,510,500,40769,6386,2956,9508,51766
2020.11.16,623,76,1679,1046,14758,1857,2130,1049,6208,760,81,369,44548,12547,3190,1979,45229,822,123,4,277,222,1305,2019,391,8475,294,10348,3381,8926,1009,510,511,41253,6418,2956,9603,51934
2020.11.17,631,76,1741,1053,14953,1973,2282,1082,6416,764,81,371,45054,12814,3281,1984,45733,833,126,7,285,226,1345,2035,396,8519,294,10491,3472,9075,1030,526,532,41688,6450,3153,9697,52147
2020.11.18,637,76,1815,1060,15105,2042,2413,1113,6558,768,84,371,46273,13119,3380,1995,46464,849,132,8,299,236,1376,2054,405,8604,298,10848,3553,9261,1054,557,556,42039,6489,3293,9856,52745
2020.11.19,646,76,1928,1067,15261,2089,2530,1151,6740,770,85,374,46698,13370,3472,2006,47217,860,137,8,323,240,1397,2072,414,8686,299,11451,3632,9429,1081,579,586,42291,6515,3377,10112,53274
2020.11.20,657,76,2018,1074,15431,2153,2649,1200,6874,773,86,374,47127,13630,3568,2010,47870,874,141,8,341,248,1423,2091,420,8759,305,12088,3701,9596,1110,579,609,42619,6542,3456,10369,53775
2020.11.21,672,76,2097,1081,15593,2209,2778,1257,7021,778,87,375,48265,13884,3689,2018,48569,885,146,8,357,254,1462,2111,429,8810,306,12714,3762,9756,1140,614,644,42619,6566,3567,10813,54286
2020.11.22,685,76,2155,1089,15729,2249,2820,1304,7095,781,87,375,48518,14022,3800,2022,49261,904,153,8,374,260,1487,2130,434,8858,306,13288,3824,9916,1168,644,657,42619,6598,3567,10813,54626
2020.11.23,699,76,2199,1096,15864,2276,2880,1353,7196,784,88,375,48732,14112,3891,2022,49823,914,153,8,386,262,1511,2149,439,8879,306,13618,3897,10047,1199,671,663,43131,6631,3567,10813,54751
2020.11.24,716,76,2293,1104,16000,2342,3069,1398,7360,789,92,384,49232,14361,4008,2022,50453,926,162,8,392,266,1546,2169,444,8933,311,13774,3971,10177,1237,693,690,43668,6652,3780,11075,55230
2020.11.25,735,76,2408,1112,16113,2394,3226,1445,7499,797,94,384,50237,14771,4114,2028,51306,939,175,13,409,273,1561,2188,450,9023,314,14314,4056,10373,1274,709,725,44037,6662,3930,11263,55838
2020.11.26,743,76,2502,1119,16248,2429,3367,1501,7611,802,97,388,50618,15160,4229,2033,52028,948,184,14,432,283,1600,2209,459,9096,316,14988,4127,10541,1315,732,777,44374,6665,4016,11492,56533
2020.11.27,753,76,2616,1128,16359,2480,3529,1552,7779,811,99,388,50957,15586,4364,2036,52850,963,188,14,449,288,1630,2229,469,9171,316,15568,4209,10712,1366,749,855,44668,6681,4095,11717,57031
2020.11.28,771,76,2764,1136,,2542,3680,1600,7967,816,104,393,51914,15965,4516,2043,53677,975,190,15,482,300,1658,2250,474,9254,328,16147,4276,10884,1423,771,883,44668,,4236,11909,57551
2020.11.29,787,76,2822,1143,,2542,3749,1655,8054,823,109,393,52127,16123,4672,2050,54363,989,193,15,493,300,1699,2269,481,9313,328,16746,4363,11045,1484,798,913,,,4236,11909,58030
