date,Albania,Andorra,Austria,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Kosovo,Latvia,Liechtenstein,Lithuania,Luxembourg,Moldova,Montenegro,Netherlands,Macedonia,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Ukraine,United Kingdom
2020.07.09,83,52,706,449,9778,214,262,115,352,609,69,329,29983,9057,193,591,1743,34926,86,30,1,62,110,624,19,6156,362,252,1551,1644,1834,352,28,111,28401,5500,1813,1344,40870.0
2020.07.10,85,52,706,454,9781,216,267,117,352,609,69,329,30009,9063,193,593,1744,34938,94,30,1,62,110,635,19,6155,368,252,1562,1646,1847,370,28,111,28403,5526,1813,1362,40904.0
2020.07.11,89,52,706,459,9782,219,267,118,352,609,69,329,30012,9070,193,595,1746,34945,97,30,1,62,110,640,23,6156,376,252,1568,1654,1871,382,28,111,28403,5526,1813,1389,40921.0
2020.07.12,93,52,708,464,9782,221,268,119,352,609,69,329,30012,9071,193,595,1746,34954,101,30,1,62,111,642,23,6156,382,252,1571,1660,1884,393,28,111,28403,5526,1813,1400,40930.0
2020.07.13,95,52,708,468,9782,226,276,119,353,610,69,329,30035,9074,193,595,1746,34967,102,31,1,62,111,649,24,6156,385,253,1576,1662,1901,405,28,111,28406,5526,1813,1415,40940.0
2020.07.14,97,52,709,474,9787,226,283,120,355,610,69,329,30037,9078,193,595,1746,34984,108,31,1,62,111,655,24,6154,389,253,1588,1668,1931,418,28,111,28409,5545,1813,1429,40984.0
2020.07.15,101,52,710,480,9788,235,289,120,355,610,69,328,30125,9080,193,595,1748,34997,112,31,1,62,111,659,24,6155,393,253,1594,1676,1952,429,28,111,28413,5572,1814,1444,41010.0
2020.07.16,104,52,711,485,9795,240,293,120,355,610,69,328,30142,9087,193,595,1749,35017,118,31,1,62,111,666,24,6156,401,254,1605,1679,1971,442,28,111,28416,5593,1815,1462,41034.0
2020.07.17,107,52,711,491,9800,245,297,120,358,611,69,328,30155,9088,194,595,1752,35028,124,31,1,62,111,675,26,6157,406,255,1612,1682,1988,452,28,111,28420,5619,1815,1473,41060.0
2020.07.18,111,52,711,495,9800,246,299,120,358,611,69,328,30158,9091,194,596,1753,35042,130,31,1,63,111,680,30,6155,414,255,1618,1684,2009,461,28,111,28420,5619,1815,1496,41069.0
2020.07.19,112,52,711,499,9800,249,300,120,359,611,69,328,30158,9092,194,596,1753,35045,135,31,1,63,111,684,32,6155,422,255,1624,1689,2026,472,28,112,28420,5619,1815,1504,41080.0
2020.07.20,113,52,711,503,9805,255,308,122,359,611,69,328,30182,9094,195,596,1753,35058,139,31,1,63,111,695,32,6155,432,255,1627,1691,2038,482,28,113,28422,5619,1818,1517,41090.0
2020.07.21,117,52,710,507,9805,264,313,123,360,611,69,328,30169,9099,197,596,1753,35073,144,31,1,63,111,707,35,6155,432,255,1636,1697,2074,491,28,114,28424,5646,1819,1537,41115.0
2020.07.22,120,52,711,513,9808,268,321,125,364,611,69,328,30175,9102,200,596,1754,35082,150,31,1,63,111,712,39,6158,442,255,1642,1702,2101,499,28,115,28426,5667,1819,1553,41132.0
2020.07.23,123,52,711,519,9812,274,329,128,365,612,69,328,30186,9110,201,596,1763,35092,158,31,1,63,112,719,40,6158,445,255,1651,1705,2126,508,28,115,28429,5676,1821,1570,41141.0
2020.07.24,128,52,711,524,9817,280,337,128,369,613,69,329,30196,9120,201,596,1763,35097,164,31,1,63,112,726,43,6158,451,255,1655,1712,2150,518,28,115,28432,5697,1822,1591,41173.0
2020.07.25,134,52,712,530,9821,280,338,133,369,613,69,329,30196,9124,201,596,1764,35102,169,31,1,63,112,732,43,6159,460,255,1664,1716,2165,518,28,116,28432,5697,1822,1610,41188.0
2020.07.26,138,52,712,534,9821,280,340,136,371,613,69,329,30196,9124,202,596,1764,35107,177,31,1,63,112,735,43,6178,460,255,1671,1717,2187,534,28,116,28432,5697,1823,1625,41196.0
2020.07.27,144,52,713,538,9822,294,347,139,373,613,69,329,30214,9125,202,596,1764,35112,185,31,1,63,112,748,45,6160,466,255,1676,1719,2206,543,28,116,28434,5697,1824,1636,41199.0
2020.07.28,148,52,713,543,9833,297,355,140,374,613,69,329,30227,9131,203,596,1764,35123,192,31,1,63,113,753,45,6164,471,255,1682,1722,2239,551,28,117,28436,5702,1825,1650,41220.0
2020.07.29,150,52,716,548,9836,316,368,141,374,614,69,329,30241,9135,203,596,1764,35129,196,31,1,63,114,759,47,6166,476,255,1694,1725,2269,558,28,117,28441,5730,1825,1673,41254.0
2020.07.30,154,52,718,553,9840,328,374,144,379,615,69,329,30257,9144,203,596,1763,35132,212,31,1,63,114,771,47,6166,480,255,1709,1727,2304,565,28,117,28443,5739,1825,1697,41254.0
2020.07.31,157,52,718,559,9841,339,383,145,382,615,69,329,30268,9147,206,596,1763,35141,227,32,1,63,114,778,48,6166,486,255,1716,1735,2343,573,29,119,28445,5743,1827,1717,41274.0
2020.08.01,161,52,718,563,9845,339,385,145,383,615,69,329,30268,9154,206,597,1763,35146,236,32,1,63,116,788,50,6167,493,255,1721,1737,2379,582,29,119,28445,5743,1828,1733,41287.0
2020.08.02,166,52,718,567,9845,352,388,149,384,615,63,329,30268,9154,208,597,1763,35154,249,32,1,63,117,791,51,6169,497,255,1731,1738,2413,590,29,120,28445,5743,1828,1749,41292.0
2020.08.03,172,52,718,571,9850,362,404,153,386,616,63,329,30298,9154,209,597,1763,35166,256,32,1,63,118,800,52,6169,500,256,1732,1738,2432,598,29,122,28472,5743,1828,1762,41293.0
2020.08.04,176,52,719,574,9852,373,415,154,383,616,63,331,30300,9163,209,598,1763,35171,269,32,1,63,118,810,53,6170,505,256,1738,1739,2480,605,29,123,28498,5747,1829,1788,41311.0
2020.08.05,182,52,719,577,9859,379,424,154,388,616,63,331,30311,9179,210,599,1763,35181,284,32,1,64,118,823,57,6173,511,256,1756,1740,2521,614,29,124,28499,5760,1830,1813,41325.0
2020.08.06,188,52,719,580,9861,384,435,155,390,617,63,331,30315,9181,210,600,1768,35187,300,32,1,64,119,828,60,6173,517,256,1774,1743,2566,621,29,125,28500,5766,1831,1846,41343.0
2020.08.07,189,52,720,583,9866,394,442,155,389,617,63,331,30328,9195,210,602,1772,35190,303,32,1,64,119,835,61,6174,519,256,1787,1746,2616,626,31,125,28503,5763,1832,1879,41355.0
2020.08.08,193,52,721,585,9870,394,445,157,389,617,63,331,30329,9201,211,602,1772,35203,316,32,1,64,120,841,62,6178,523,256,1800,1750,2659,632,31,126,28503,5763,1833,1906,41358.0
2020.08.09,199,52,721,587,9872,394,447,157,390,617,63,331,30329,9202,212,602,1772,35205,328,32,1,64,120,845,64,6178,527,256,1807,1756,2700,641,31,127,28503,5763,1833,1925,41363.0
2020.08.10,200,52,723,589,9879,425,459,158,390,620,63,333,30344,9203,213,605,1772,35209,341,32,1,64,121,850,68,6178,528,256,1809,1759,2729,646,31,128,28576,5763,1834,1950,41381.0
2020.08.11,205,52,723,592,9885,447,471,160,391,621,63,333,30357,9208,214,605,1773,35215,354,32,1,64,122,857,71,6162,529,256,1821,1761,2764,652,31,129,28581,5770,1835,1979,41394.0
2020.08.12,208,53,724,595,9900,453,482,160,391,621,63,333,30376,9213,216,605,1774,35225,365,32,1,64,122,863,73,6182,530,256,1830,1764,2807,658,31,129,28579,5774,1835,1999,41414.0
2020.08.13,213,53,725,599,9916,458,482,161,391,621,63,333,30393,9217,221,607,1774,35231,373,32,1,64,122,878,73,6187,532,257,1844,1770,2860,661,31,129,28605,5776,1836,2023,41432.0
2020.08.14,219,53,725,603,9924,469,492,163,394,621,63,333,30412,9230,223,607,1774,35234,381,32,1,64,122,884,73,6189,535,261,1858,1772,2904,665,31,129,28617,5783,1836,2042,41443.0
2020.08.15,225,53,728,603,9935,471,495,165,395,621,63,333,30413,9235,226,607,1774,35392,390,32,1,64,123,895,75,6191,539,261,1869,1775,2954,670,31,129,28617,5783,1838,2076,41446.0
2020.08.16,228,53,728,610,9939,471,498,166,397,621,63,333,30415,9235,228,608,1774,35396,401,32,1,64,123,896,77,6194,544,261,1877,1778,2991,674,31,129,28617,5783,1838,2100,41451.0
2020.08.17,230,53,729,613,9944,486,512,166,399,621,63,334,30434,9236,230,608,1774,35400,410,32,1,64,124,908,80,6194,547,261,1885,1779,3029,677,31,129,28646,5783,1840,2122,41454.0
2020.08.18,232,53,729,617,9959,495,519,166,401,621,63,334,30456,9241,232,609,1775,35405,416,33,1,64,124,908,80,6197,549,262,1896,1784,3074,681,31,129,28670,5790,1840,2152,41466.0
2020.08.19,234,53,729,622,9969,507,527,168,404,621,63,334,30474,9249,235,609,1775,35412,425,33,1,64,124,914,80,6204,551,262,1913,1786,3106,684,33,129,28797,5802,1840,2182,41483.0
2020.08.20,238,53,729,627,9976,515,532,168,406,621,63,334,30485,9263,235,609,1776,35418,438,33,1,65,124,921,81,6215,554,264,1925,1788,3154,689,33,129,28813,5805,1840,2225,41489.0
2020.08.21,240,53,730,632,9985,526,539,169,411,621,63,334,30509,9266,238,611,1776,35427,448,33,1,66,124,929,82,6219,557,264,1938,1792,3196,692,33,130,28838,5810,1841,2248,41491.0
2020.08.22,245,53,732,637,9988,532,539,170,411,622,63,334,30518,9272,240,611,1777,35430,457,33,1,67,124,935,84,6225,563,264,1951,1794,3233,695,33,131,28838,5810,1842,2286,41509.0
2020.08.23,250,53,732,642,9992,532,545,171,412,622,63,334,30518,9275,242,613,1777,35437,467,33,1,67,124,940,84,6225,564,264,1955,1796,3272,698,33,131,28838,5810,1843,2313,41515.0
2020.08.24,254,53,733,646,9996,547,563,173,415,623,64,335,30534,9276,242,613,1777,35441,480,33,1,68,124,945,84,6227,568,264,1960,1801,3309,701,33,133,28872,5810,1844,2335,41519.0
2020.08.25,259,53,733,652,9996,560,572,175,416,623,64,335,30553,9281,243,614,1777,35445,488,33,1,68,124,960,87,6233,573,264,1977,1805,3367,705,33,133,28924,5814,1844,2362,41535.0
2020.08.26,263,53,733,657,9879,571,586,175,418,623,64,335,30553,9285,243,614,1777,35458,492,33,1,68,124,967,88,6241,578,264,1994,1807,3421,707,33,133,28971,5817,1844,2399,41552.0
2020.08.27,266,53,733,662,9884,582,594,177,418,624,64,335,30588,9290,254,614,1777,35463,498,34,1,68,124,977,89,6244,585,264,2010,1809,3459,707,33,133,28996,5820,1845,2449,41564.0
2020.08.28,271,53,733,667,9886,591,603,180,419,624,64,335,30606,9290,259,614,1777,35472,499,34,1,69,124,981,92,6247,590,264,2018,1815,3507,709,33,133,29011,5821,1845,2499,41573.0
2020.08.29,275,53,733,671,9891,594,605,183,421,624,64,335,30612,9299,260,614,1777,35473,508,34,1,69,124,990,93,6252,596,264,2032,1818,3539,710,33,133,29011,5821,1846,2540,41585.0
2020.08.30,280,53,733,676,9894,598,613,184,423,624,64,335,30615,9300,262,614,1777,35477,516,34,1,69,124,992,98,6252,600,264,2033,1819,3578,711,33,133,29011,5821,1847,2575,41586.0
2020.08.31,284,53,733,681,9895,609,629,186,424,624,64,336,30646,9303,266,615,1777,35483,525,34,1,69,124,995,100,6252,603,264,2039,1822,3621,713,33,133,29094,5821,1848,2605,41589.0
2020.09.01,290,53,734,686,9897,620,642,187,425,625,64,336,30673,9307,271,616,1777,35491,533,34,1,69,124,1008,102,6260,604,264,2058,1824,3681,715,33,133,29152,5813,1848,2654,41592.0
2020.09.02,296,53,734,691,9898,627,648,191,425,626,64,336,30699,9322,273,619,1777,35497,539,34,1,69,124,1024,104,6267,606,264,2078,1827,3721,716,33,134,29194,5820,1851,2705,41602.0
2020.09.03,301,53,735,696,9899,636,658,194,426,626,64,336,30716,9322,278,620,1777,35507,548,34,1,69,124,1036,104,6268,606,264,2092,1829,3765,718,37,134,29234,5832,1851,2759,41616.0
2020.09.04,306,53,735,701,9901,639,665,195,429,627,64,336,30696,9327,279,621,1777,35518,551,35,1,69,124,1047,106,6270,609,264,2100,1833,3812,721,37,134,29418,5835,1852,2812,41626.0
2020.09.05,312,53,735,705,9906,651,671,197,431,627,64,336,30708,9329,280,624,1777,35534,556,35,1,69,124,1063,107,6275,614,264,2113,1838,3850,723,37,135,29418,5835,1853,2863,41638.0
2020.09.06,316,53,736,711,9907,655,676,198,436,627,64,336,30712,9330,284,624,1777,35541,563,35,1,69,124,1063,108,6277,617,264,2120,1840,3893,724,37,135,29418,5835,1857,2898,41640.0
2020.09.07,319,53,746,716,9909,664,677,201,437,628,64,336,30735,9331,289,625,1777,35553,568,35,1,69,124,1074,109,6278,623,264,2124,1843,3926,725,37,135,29516,5835,1857,2930,41643.0
2020.09.08,321,53,747,721,9912,669,692,203,441,628,64,336,30773,9336,290,626,1778,35563,568,35,1,69,124,1087,112,6279,631,264,2136,1846,3967,727,37,135,29594,5838,1859,2988,41675.0
2020.09.09,322,53,747,726,9917,675,702,206,444,628,64,337,30805,9342,293,628,1781,35577,574,35,1,69,124,1096,114,6281,634,264,2147,1849,4018,728,37,135,29628,5842,1862,3034,41683.0
2020.09.10,324,53,748,732,9917,680,706,208,448,629,64,337,30824,9345,297,630,1781,35587,581,35,1,69,124,1106,114,6285,637,265,2159,1852,4065,729,37,135,29699,5843,1862,3079,41697.0
2020.09.11,327,53,750,738,9919,686,713,211,450,629,64,337,30906,9348,300,631,1781,35597,586,35,1,70,124,1114,115,6290,642,265,2169,1855,4100,730,37,135,29747,5846,1866,3132,41703.0
2020.09.12,330,53,754,744,9923,690,717,218,453,630,64,337,30924,9352,302,633,1783,35603,589,35,1,70,124,1117,118,6291,646,265,2182,1860,4127,731,38,135,29747,5846,1870,3206,41712.0
2020.09.13,334,53,756,750,9925,696,720,224,456,631,64,337,30929,9354,305,637,1784,35610,596,35,1,71,124,1123,120,6292,648,265,2188,1867,4163,733,38,135,29747,5846,1870,3239,41717.0
2020.09.14,338,53,757,756,9927,705,729,227,465,633,64,337,30963,9356,310,642,1784,35624,600,35,1,71,124,1129,121,6296,652,265,2203,1871,4185,733,38,135,29848,5846,1870,3273,41726.0
2020.09.15,340,53,757,761,9930,725,736,230,476,633,64,339,31013,9367,313,646,1787,35633,601,35,1,71,124,1143,123,6300,661,265,2227,1875,4236,735,38,135,30004,5846,1871,3326,41753.0
2020.09.16,343,53,758,767,9935,736,739,236,482,633,64,339,31061,9373,316,654,1788,35645,604,35,1,71,124,1159,126,6303,668,265,2237,1878,4285,736,38,135,30243,5860,1878,3404,41773.0
2020.09.17,347,53,758,771,9936,747,749,238,489,635,64,339,31108,9376,325,663,1789,35658,607,36,1,71,124,1170,129,6310,675,266,2253,1888,4312,738,39,136,30405,5864,1883,3465,41794.0
2020.09.18,353,53,763,773,9937,752,753,244,495,635,64,339,31262,9386,327,669,1792,35668,611,36,1,71,124,1186,133,6318,683,267,2270,1894,4360,739,39,140,30495,5865,1886,3535,41821.0
2020.09.19,358,53,765,776,9944,758,755,244,499,635,64,339,31287,9388,331,675,1792,35692,614,36,1,71,124,1201,134,6320,689,267,2282,1899,4402,740,39,141,30495,5865,1890,3585,41848.0
2020.09.20,362,53,766,780,9948,763,761,248,503,638,64,339,31298,9390,338,683,1792,35707,614,36,1,71,124,1203,136,6324,693,267,2293,1912,4435,741,39,142,30495,5865,1890,3626,41866.0
2020.09.21,364,53,767,785,9950,770,765,253,522,640,64,341,31351,9390,344,686,1792,35724,615,36,1,71,124,1211,138,6327,700,267,2298,1920,4458,743,39,142,30663,5865,1893,3652,41877.0
2020.09.22,367,53,771,791,9955,778,767,255,531,641,64,341,31430,9405,352,694,1792,35738,615,36,1,71,124,1230,146,6338,705,267,2316,1925,4503,743,40,142,30904,5865,1894,3716,41914.0
2020.09.23,370,53,777,796,9959,790,779,257,555,643,64,343,31476,9423,357,702,1794,35758,616,36,1,72,124,1244,151,6344,710,267,2344,1928,4550,744,41,143,31034,5876,1897,3784,41951.0
2020.09.24,370,53,783,802,9965,802,785,261,567,645,64,343,31524,9436,366,709,1797,35781,616,36,1,74,124,1252,154,6361,712,270,2369,1931,4591,745,41,145,31118,5878,1901,3838,41991.0
2020.09.25,373,53,786,807,9969,808,789,266,581,647,64,343,31675,9451,369,718,1797,35801,617,36,1,74,124,1264,155,6377,721,270,2392,1936,4633,746,41,145,31232,5880,1902,3910,42025.0
2020.09.26,375,53,787,813,9974,820,789,269,591,648,64,343,31714,9459,376,730,1802,35818,619,36,1,74,124,1279,158,6415,722,270,2424,1944,4687,746,44,146,31232,5880,1903,3988,42060.0
2020.09.27,377,53,787,818,9980,822,796,272,606,649,64,343,31741,9464,379,736,1802,35835,622,36,1,76,124,1287,158,6423,725,270,2432,1953,4718,747,44,147,31232,5880,1904,4044,42077.0
2020.09.28,380,53,790,822,9987,829,807,272,618,649,64,345,31825,9468,383,749,1802,35851,625,36,1,77,124,1301,163,6429,729,274,2447,1957,4748,748,44,149,31411,5880,1908,4082,42090.0
2020.09.29,384,53,796,828,10001,843,813,275,636,650,64,345,31898,9483,388,757,1803,35875,625,37,1,77,124,1310,164,6443,737,274,2483,1963,4792,749,45,149,31411,5880,1908,4154,42162.0
2020.09.30,387,53,799,833,10016,856,825,280,655,650,64,344,31978,9495,391,765,1804,35894,625,37,1,77,124,1320,169,6457,739,274,2513,1971,4825,749,48,150,31791,5893,1908,4221,42233.0
2020.10.01,388,53,802,839,10023,861,825,284,678,651,65,344,32035,9509,393,781,1806,35918,627,37,1,77,125,1336,170,6470,743,274,2543,1977,4862,750,48,152,31973,5893,1912,4288,42292.0
2020.10.02,389,53,803,844,10037,871,838,291,699,652,66,345,32171,9518,398,798,1801,35941,627,38,1,78,125,1344,172,6482,749,275,2570,1983,4915,751,54,154,32086,5895,1913,4357,42358.0
2020.10.03,392,53,809,851,10044,871,841,293,711,654,67,345,32196,9531,405,812,1810,35968,630,38,1,80,125,1353,174,6503,753,275,2604,1995,4947,753,54,155,32086,5895,1913,4451,42407.0
2020.10.04,396,53,813,851,10064,879,844,298,727,658,67,345,32228,9533,409,822,1810,35986,630,38,1,81,125,1366,179,6508,756,275,2630,2005,5003,754,55,155,32086,5895,1914,4495,42440.0
2020.10.05,400,53,818,862,10078,888,854,300,758,659,67,346,32299,9554,417,833,1810,36002,633,39,1,82,127,1375,182,6509,760,275,2659,2018,5048,756,55,156,32225,5895,1916,4530,42459.0
2020.10.06,403,53,822,868,10092,903,862,304,794,663,67,346,32386,9566,420,853,1811,36030,635,40,1,84,128,1389,188,6538,768,275,2717,2032,5121,757,55,159,32486,5895,1918,4624,42535.0
2020.10.07,407,53,830,874,10108,908,873,309,829,663,67,346,32466,9582,424,877,1816,36061,638,40,1,85,128,1406,190,6574,772,275,2792,2040,5203,758,55,159,32562,5892,1919,4707,42605.0
2020.10.08,411,54,838,880,10126,913,880,310,869,665,67,346,32539,9594,430,898,1817,36083,638,40,1,86,129,1424,191,6587,775,275,2867,2050,5247,760,57,160,32688,5892,1923,4807,42682.0
2020.10.09,413,55,842,885,10151,926,887,313,905,665,68,346,32649,9599,431,913,1821,36111,641,40,1,87,130,1442,194,6601,781,275,2919,2062,5299,761,57,165,32929,5894,1925,4899,42769.0
2020.10.10,416,55,852,885,10175,927,891,317,948,667,68,346,32684,9620,436,933,1824,36140,645,40,1,87,131,1458,198,6624,785,275,2972,2067,5358,762,61,167,32929,5894,1927,5010,42850.0
2020.10.11,420,55,851,896,10191,928,892,324,987,669,68,346,32730,9626,449,954,1826,36166,647,40,1,89,132,1461,202,6642,792,275,3004,2080,5411,763,61,167,32929,5894,1930,5098,42915.0
2020.10.12,424,57,855,901,10211,936,915,327,1051,671,68,346,32827,9640,456,968,1827,36205,648,40,1,89,133,1478,211,6654,797,276,3039,2094,5467,765,61,169,33124,5894,1936,5143,42965.0
2020.10.13,429,57,861,906,10244,947,923,330,1106,674,68,346,32955,9682,462,996,1830,36246,649,41,1,90,133,1495,213,6689,800,277,3101,2110,5535,767,61,173,33204,5894,1944,5254,43108.0
2020.10.14,434,59,872,911,10278,958,929,334,1172,675,68,350,33061,9716,469,1023,1835,36289,650,41,1,94,133,1514,217,6720,809,277,3217,2117,5601,768,66,175,33413,5907,1950,5365,43245.0
2020.10.15,439,59,877,916,10327,972,944,344,1230,677,68,350,33146,9739,482,1052,1838,36372,650,41,1,94,133,1530,221,6749,815,278,3308,2128,5674,770,71,176,33553,5910,1956,5443,43383.0
2020.10.16,443,59,882,921,10359,980,958,345,1283,677,68,351,33325,9773,490,1085,1841,36427,652,42,1,97,133,1549,228,6765,821,278,3440,2149,5749,772,71,180,33775,5918,1966,5551,43519.0
2020.10.17,448,59,889,925,10392,981,968,355,1352,679,68,351,33398,9785,500,1109,1849,36474,652,43,1,98,133,1569,231,6797,824,278,3524,2162,5812,774,82,184,33775,5918,1973,5669,43669.0
2020.10.18,451,59,893,929,10413,984,986,363,1422,680,68,351,33483,9798,509,1142,1852,36543,653,44,1,100,133,1584,236,6811,834,278,3573,2181,5872,776,88,188,33775,5918,1981,5762,43736.0
2020.10.19,454,62,904,933,10443,997,1008,374,1513,686,68,351,33631,9842,520,1173,1852,36616,656,44,1,102,135,1600,240,6828,846,278,3614,2198,5931,778,92,190,33992,5918,1993,5834,43816.0
2020.10.20,458,62,914,937,10489,1017,1019,382,1619,688,71,351,33912,9882,528,1211,1865,36705,657,47,1,105,136,1617,247,6874,850,278,3721,2213,5996,780,98,192,34210,5918,2007,5948,44057.0
2020.10.21,462,63,925,941,10539,1031,1048,393,1739,690,71,355,34080,9911,534,1259,1868,36832,657,47,1,108,138,1630,250,6934,862,279,3851,2229,6065,780,98,200,34366,5929,2023,6093,44248.0
2020.10.22,465,63,941,945,10588,1051,1064,406,1845,694,71,355,34234,9960,549,1305,1871,36968,657,49,1,112,140,1641,253,6981,874,279,4019,2245,6163,783,115,211,34521,5930,2044,6213,44437.0
2020.10.23,469,69,954,945,10658,1065,1077,413,1971,697,73,353,34534,9978,559,1352,1878,37059,659,50,1,115,141,1654,255,7026,883,279,4172,2276,6245,786,134,214,34752,5933,2066,6336,44661.0
2020.10.24,473,69,965,953,10737,1075,1084,429,2077,700,73,353,34670,10035,564,1390,1882,37210,661,54,1,116,141,1669,263,7081,897,279,4351,2297,6318,789,159,235,34752,5933,2096,6463,44835.0
2020.10.25,477,69,979,957,10810,1086,1094,437,2201,702,73,353,34649,10062,574,1425,1882,37338,663,56,1,122,141,1685,266,7108,919,279,4438,2316,6391,792,159,240,34752,5933,2121,6566,44986.0
2020.10.26,480,72,992,961,10899,1104,1136,452,2365,708,73,354,35038,10091,581,1472,1885,37479,663,60,1,124,147,1700,270,7134,934,279,4483,2343,6470,793,165,251,35031,5933,2143,6641,45088.0
2020.10.27,487,72,1005,965,11038,1125,1161,470,2547,709,73,354,35566,10121,593,1535,1890,37700,663,63,1,129,147,1710,275,7204,949,280,4615,2371,6574,798,176,264,35298,5933,2179,6770,45455.0
2020.10.28,493,72,1027,969,11170,1161,1197,493,2675,715,73,354,35825,10218,603,1578,1896,37905,673,63,1,134,147,1729,282,7265,963,280,4849,2395,6681,803,184,278,35466,5927,2220,6938,45765.0
2020.10.29,499,73,1056,973,11308,1182,1225,511,2862,716,73,354,36058,10305,615,1634,1902,38122,673,64,1,138,150,1747,290,7321,977,281,5149,2428,6764,809,200,292,35639,5934,2280,7058,46045.0
2020.10.30,502,75,1082,977,11452,1212,1254,531,3078,719,73,358,36605,10391,620,1699,1908,38321,678,69,2,144,152,1766,294,7408,982,282,5351,2468,6867,814,212,315,35878,5938,2324,7235,46319.0
2020.10.31,509,75,1109,980,11625,1234,1279,546,3251,721,73,358,36827,10483,626,1750,1913,38618,678,71,3,152,152,1785,301,7459,994,282,5631,2507,6968,820,219,338,35878,5938,2378,7399,46645.0
2020.11.01,518,75,1130,985,11737,1248,1298,562,3429,723,73,358,37058,10513,635,1819,1915,38826,678,74,3,155,152,1800,313,7498,1004,282,5783,2544,7067,826,219,363,35878,5938,2437,7515,46807.0
2020.11.02,527,75,1159,989,11858,1280,1349,594,3654,724,73,359,37486,10669,642,1889,1917,39059,688,77,3,159,160,1818,320,7527,1025,282,5875,2590,7153,833,219,388,36257,5938,2504,7584,46943.0
2020.11.03,532,75,1192,992,12126,1317,1412,628,3913,728,73,359,38765,10717,655,1973,1922,39412,705,79,3,170,167,1838,322,7640,1049,282,6102,2635,7273,844,235,412,36495,5938,2582,7749,47340.0
2020.11.04,536,75,1227,995,12331,1358,1466,654,4133,729,73,361,38731,10949,673,2063,1930,39764,714,85,3,176,171,1851,326,7748,1071,282,6475,2694,7419,850,261,441,38118,5997,2670,7952,47832.0
2020.11.05,543,75,1268,998,12520,1402,1518,683,4330,733,73,361,39088,11110,702,2147,1933,40192,720,88,3,178,177,1866,328,7836,1084,284,6842,2740,7540,861,286,471,38486,6002,2755,8148,48210.0
2020.11.06,549,75,1340,1001,12708,1457,1576,717,4484,738,73,362,39917,11240,715,2250,1940,40638,732,95,3,185,180,1882,328,7954,1096,285,7287,2792,7663,871,317,497,38833,6022,2839,8358,48565.0
2020.11.07,557,75,1377,1004,12907,1490,1632,752,4681,740,73,362,40220,11306,749,2357,1945,41063,732,96,3,195,180,1891,333,8028,1110,285,7636,2848,7793,880,351,531,38833,6022,2908,8553,48978.0
2020.11.08,559,75,1411,1007,13055,1510,1665,794,4858,743,75,362,40490,11372,784,2438,1947,41394,732,99,3,204,180,1893,337,8072,1136,285,7872,2896,7879,890,351,554,38833,6022,2994,8695,49134.0
2020.11.09,571,75,1454,1011,13216,1583,1771,832,5028,747,76,363,41050,11408,825,2493,1948,41750,768,101,4,212,193,1912,342,8112,1156,285,8045,2959,8009,901,366,578,39345,6022,3100,8812,49329.0
2020.11.10,579,75,1499,1016,13561,1629,1851,865,5323,750,76,363,42281,11781,866,2596,1963,42330,773,103,4,229,198,1930,349,8211,1186,285,8375,3021,8186,915,390,605,39345,6022,3196,9018,49861.0
2020.11.11,590,75,1564,1022,13758,1701,1898,893,5570,753,76,365,42609,11994,909,2697,1965,42953,777,105,4,239,198,1950,356,8286,1212,285,8805,3103,8389,936,414,645,40105,6082,3295,9214,50457.0
2020.11.12,598,75,1608,1027,13891,1750,1970,925,5755,755,76,365,43024,12216,959,2784,1965,43589,785,107,4,250,211,1969,364,8375,1238,291,9080,3181,8510,955,464,686,40461,6122,3392,9422,51020.0
2020.11.13,605,75,1661,1033,14106,1808,2055,968,5926,756,80,369,43957,12404,997,2883,1972,44139,798,116,5,264,219,1987,377,8430,1263,294,9499,3250,8684,972,491,724,40769,6164,3482,9604,51396.0
2020.11.14,612,75,1746,1039,14303,1857,2091,1006,6058,757,80,369,44310,12511,1035,2990,1978,44683,798,121,5,281,219,2006,385,8516,1281,294,10045,3305,8813,989,510,765,40769,6164,3567,9806,51858.0
2020.11.15,623,76,1829,1046,14421,1889,2130,1049,6208,760,81,369,44613,12573,1106,3097,1979,45229,822,123,6,295,219,2019,391,8559,1305,294,10348,3381,8926,1009,510,797,40769,6164,3658,9904,52026.0
2020.11.16,631,76,1887,1053,14616,1973,2282,1082,6416,764,81,371,45124,12833,1165,3190,1984,45733,833,126,8,309,236,2035,396,8603,1345,294,10491,3472,9075,1030,526,831,41253,6164,3769,10002,52240.0
2020.11.17,637,76,1945,1060,14839,2042,2413,1113,6558,768,84,371,46350,13138,1228,3281,1995,46464,833,132,9,329,240,2054,405,8689,1376,298,10848,3553,9261,1054,557,876,41688,6164,3870,10168,52839.0
2020.11.18,646,76,2054,1067,15025,2089,2530,1151,6740,770,85,374,46781,13390,1288,3380,2006,47217,860,137,9,350,248,2072,414,8772,1397,300,11451,3632,9429,1081,579,919,42039,6321,3967,10431,53368.0
